suite,cohort,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws,sky_gpu_mean_ms,sky_cpu_mean_ms,sky_gpu_p95_ms,sky_gpu_p99_ms,terrain_gpu_mean_ms,terrain_cpu_mean_ms,terrain_gpu_p95_ms,terrain_gpu_p99_ms,hud_gpu_mean_ms,hud_cpu_mean_ms,hud_gpu_p95_ms,hud_gpu_p99_ms
final-day720,depth-only,2,base,wall_moving,1940.544937,0.515319,0.465550,0.812200,1.193500,709.144417,0.449142,0.434394,26.816667,15183.423333,14600.740000,0.000000,0.001186,0.000000,0.000000,0.000000,0.477568,0.048871,0.049556,0.052260,0.018150,1.000000,0.114383,0.013665,0.118716,0.120588,0.222230,0.073499,0.235664,0.247416,0.039072,0.312571,0.040872,0.043576
final-day720,depth-only,2,base,cloud_layer,2464.446255,0.405771,0.362000,0.709800,1.110100,743.254961,0.342655,0.311217,0.000000,0.000000,0.000000,0.000000,0.001022,0.000000,0.000000,0.000000,0.329680,0.121205,0.128700,0.131092,0.002979,1.000000,0.116853,0.013867,0.119080,0.125320,0.029699,0.010306,0.031460,0.032968,0.039830,0.303275,0.041756,0.044148
final-day720,depth-only,3,base,underground,1051.457267,0.951061,0.898350,1.562000,1.817400,506.688285,0.841917,0.525292,42.000000,22890.000000,22344.000000,0.000000,0.001837,0.000000,0.000000,0.000000,1.002092,0.053634,0.085124,0.102960,0.070587,1.000000,0.126333,0.115712,0.199056,0.243620,0.290903,0.080544,0.453284,0.551512,0.045652,0.448585,0.066040,0.084344
final-day720,depth-only,3,base,surface_still,1742.680958,0.573829,0.430350,0.835500,1.207900,100.083403,0.409556,0.553432,42.000000,22890.000000,22344.000000,0.000000,0.001342,0.000000,0.000000,0.000000,0.898404,0.049119,0.050492,0.053768,0.018568,1.000000,0.113705,0.016262,0.119392,0.123916,0.310009,0.014490,0.320684,0.646100,0.039242,0.320314,0.042848,0.045708
final-day720,depth-only,3,base,overview,2062.083137,0.484947,0.405200,0.749700,1.306900,177.335359,0.380710,0.456786,48.000000,25464.000000,25601.000000,0.000000,0.001225,0.000000,0.000000,0.000000,0.801632,0.000860,0.001040,0.001144,0.000152,0.000000,0.119145,0.015317,0.123656,0.130832,0.293373,0.014634,0.302640,0.626392,0.039676,0.336837,0.042796,0.045448
final-day720,depth-only,3,base,sky,2293.855945,0.435947,0.371350,0.778600,1.141600,819.481814,0.373246,0.335179,0.000000,0.000000,0.000000,0.000000,0.001060,0.000000,0.000000,0.000000,0.354796,0.117162,0.119392,0.124436,0.003089,1.000000,0.143376,0.015985,0.148408,0.152308,0.031019,0.010641,0.031876,0.034944,0.039906,0.329374,0.042640,0.044096
final-day720,depth-only,3,base,translate,1901.034067,0.526030,0.442450,0.769100,1.312700,201.498477,0.428029,0.508425,41.228333,23682.750000,22078.183333,0.000000,0.001211,0.000000,0.000000,0.000000,0.873704,0.048582,0.050804,0.053040,0.022012,1.000000,0.114041,0.014988,0.119236,0.126100,0.268916,0.067646,0.346736,0.616252,0.041205,0.300545,0.041860,0.044980
final-day720,depth-only,3,base,rotate,1793.758974,0.557488,0.501650,0.882700,1.324000,548.571429,0.486725,0.447099,41.503333,23165.943333,22304.370000,0.000000,0.001416,0.000000,0.000000,0.000000,0.714168,0.048807,0.049972,0.053768,0.028346,1.000000,0.115589,0.016073,0.122200,0.123864,0.231752,0.099426,0.284908,0.319956,0.039692,0.322104,0.043108,0.045552
final-day720,depth-only,3,base,seam_edits,1028.109719,0.972659,0.894900,1.485400,1.943200,445.159998,0.896151,0.562015,42.000000,22896.000000,22345.500000,0.000000,0.392511,2.000000,4.000000,167664.000000,0.611312,0.049110,0.050856,0.055848,0.023078,1.000000,0.118345,0.015851,0.121420,0.130000,0.312142,0.478760,0.328484,0.344812,0.040835,0.329669,0.043628,0.048308
final-day720,depth-only,3,base,sky_moving,2296.792262,0.435390,0.375600,0.730000,1.184600,746.593666,0.372789,0.333635,0.000000,0.000000,0.000000,0.000000,0.000998,0.000000,0.000000,0.000000,0.364624,0.117346,0.120120,0.132444,0.003040,1.000000,0.142830,0.016277,0.148096,0.152516,0.029442,0.016481,0.031512,0.033800,0.040336,0.324184,0.042380,0.045032
final-day720,depth-only,3,base,wall_moving,1974.800232,0.506380,0.448250,0.854600,1.176100,747.095666,0.443298,0.433266,26.816667,15183.423333,14600.740000,0.000000,0.001115,0.000000,0.000000,0.000000,0.506116,0.048816,0.049452,0.055952,0.018143,1.000000,0.114115,0.016035,0.118612,0.126464,0.221616,0.070591,0.234520,0.255268,0.038896,0.308422,0.041028,0.044408
final-day720,depth-only,3,base,cloud_layer,2478.650557,0.403445,0.365300,0.621500,1.054700,609.904855,0.344041,0.311746,0.000000,0.000000,0.000000,0.000000,0.000984,0.000000,0.000000,0.000000,0.342992,0.121043,0.129220,0.131352,0.002847,1.000000,0.116473,0.015346,0.119028,0.126516,0.029878,0.010230,0.031200,0.033592,0.040733,0.303373,0.041860,0.045240
final-day720,depth-only,3,candidate,underground,1035.813779,0.965424,0.907500,1.567200,1.960100,370.093942,0.856547,0.407302,42.000000,22890.000000,22344.000000,0.000000,0.001786,0.000000,0.000000,0.000000,0.707044,0.053672,0.078884,0.092092,0.068869,1.000000,0.013858,0.127277,0.018564,0.023296,0.284111,0.088468,0.428480,0.510224,0.046369,0.464286,0.064636,0.076856
final-day720,depth-only,3,candidate,surface_still,2029.098627,0.492830,0.410700,0.787900,1.379800,218.520326,0.401492,0.474136,42.000000,22890.000000,22344.000000,0.000000,0.001202,0.000000,0.000000,0.000000,0.839592,0.050590,0.052156,0.052884,0.017649,1.000000,0.017324,0.031735,0.018928,0.020904,0.321577,0.018332,0.330252,0.641316,0.041024,0.319673,0.043368,0.046800
final-day720,depth-only,3,candidate,overview,2241.379375,0.446154,0.397150,0.729700,1.285900,557.335934,0.380595,0.333771,48.000000,25464.000000,25601.000000,0.000000,0.001518,0.000000,0.000000,0.000000,0.380068,0.000872,0.001040,0.001144,0.000134,0.000000,0.017089,0.034944,0.018200,0.020436,0.271721,0.019046,0.302484,0.311376,0.040318,0.319824,0.043784,0.047476
final-day720,depth-only,3,candidate,sky,2403.570745,0.416048,0.378250,0.681400,1.061900,714.472838,0.353848,0.317857,0.000000,0.000000,0.000000,0.000000,0.001119,0.000000,0.000000,0.000000,0.352508,0.116455,0.122876,0.127296,0.007512,1.000000,0.136062,0.010852,0.143104,0.148408,0.021065,0.013281,0.028704,0.029900,0.040544,0.315747,0.042380,0.045500
final-day720,depth-only,3,candidate,translate,1852.450468,0.539825,0.477200,0.895500,1.398500,576.518405,0.468783,0.418454,41.228333,23682.750000,22078.183333,0.000000,0.001424,0.000000,0.000000,0.000000,0.698516,0.050976,0.050648,0.052468,0.013334,1.000000,0.019768,0.034099,0.025272,0.025688,0.269318,0.081219,0.353808,0.363220,0.041296,0.329754,0.043160,0.046384
final-day720,depth-only,3,candidate,rotate,1694.987555,0.589975,0.503950,1.060000,1.465700,369.555978,0.519573,0.359570,41.503333,23165.943333,22304.370000,0.000000,0.001550,0.000000,0.000000,0.000000,0.455572,0.048836,0.050180,0.053820,0.012588,1.000000,0.035675,0.037165,0.045396,0.047892,0.222145,0.105188,0.291512,0.303212,0.041322,0.354531,0.043264,0.046332
final-day720,depth-only,3,candidate,seam_edits,939.778228,1.064081,0.991600,1.563100,1.979700,426.175712,0.982902,0.535579,42.000000,22896.000000,22345.500000,0.000000,0.480310,2.000000,4.000000,167664.000000,0.563160,0.058589,0.060684,0.060892,0.021963,1.000000,0.020768,0.038925,0.021632,0.022984,0.358529,0.575203,0.371696,0.379080,0.047385,0.327563,0.049816,0.052936
final-day720,depth-only,3,candidate,sky_moving,2243.415016,0.445749,0.364600,0.744400,1.161900,178.882876,0.354414,0.420348,0.000000,0.000000,0.000000,0.000000,0.000995,0.000000,0.000000,0.000000,0.767052,0.157322,0.158080,0.491556,0.007056,1.000000,0.175180,0.010405,0.183924,0.185900,0.035076,0.019158,0.038324,0.043628,0.048582,0.312033,0.053508,0.057720
final-day720,depth-only,3,candidate,wall_moving,1904.942118,0.524950,0.479350,0.845800,1.250300,642.302010,0.453039,0.334718,26.816667,15183.423333,14600.740000,0.000000,0.001620,0.000000,0.000000,0.000000,0.396968,0.051512,0.055692,0.060372,0.017863,1.000000,0.008285,0.025387,0.008684,0.009204,0.222806,0.085164,0.252720,0.273052,0.041317,0.308750,0.044356,0.047892
final-day720,depth-only,3,candidate,cloud_layer,1980.399981,0.504948,0.412600,0.979400,1.487900,481.324605,0.427241,0.303063,0.000000,0.000000,0.000000,0.000000,0.001699,0.000000,0.000000,0.000000,0.340756,0.124621,0.136812,0.139360,0.009780,1.000000,0.113118,0.012025,0.124748,0.126984,0.020024,0.020446,0.031460,0.032032,0.041506,0.376216,0.045448,0.047840
final-day720-repeat,depth-only,1,base,underground,992.391992,1.007666,0.928200,1.664500,2.164100,411.226483,0.890695,0.622137,42.000000,22890.000000,22344.000000,0.000000,0.001774,0.000000,0.000000,0.000000,2.319304,0.059783,0.080288,0.239356,0.071746,1.000000,0.140622,0.118722,0.188656,0.560248,0.356471,0.085022,0.733356,1.292304,0.054944,0.480974,0.069212,0.331812
final-day720-repeat,depth-only,1,base,surface_still,1572.082745,0.636099,0.452050,0.887200,1.548400,76.829404,0.432485,0.619057,42.000000,22890.000000,22344.000000,0.000000,0.001532,0.000000,0.000000,0.000000,1.404312,0.053641,0.074776,0.076336,0.020250,1.000000,0.121705,0.015783,0.174148,0.176852,0.355548,0.016027,0.671892,0.959036,0.044192,0.337674,0.055900,0.060476
final-day720-repeat,depth-only,1,base,overview,1877.116449,0.532732,0.391050,0.809500,1.401000,100.955374,0.379865,0.511546,48.000000,25464.000000,25601.000000,0.000000,0.001231,0.000000,0.000000,0.000000,1.218412,0.000907,0.001196,0.001300,0.000156,0.000000,0.126231,0.014337,0.165880,0.168896,0.335534,0.014386,0.615940,0.982748,0.044980,0.337848,0.054132,0.060736
final-day720-repeat,depth-only,1,base,sky,2292.740991,0.436159,0.370000,0.749900,1.101800,770.703010,0.371496,0.391409,0.000000,0.000000,0.000000,0.000000,0.001068,0.000000,0.000000,0.000000,0.884104,0.132274,0.170924,0.172744,0.003089,1.000000,0.159503,0.014166,0.203788,0.210340,0.042818,0.010382,0.041132,0.399776,0.052926,0.330067,0.054392,0.407212
final-day720-repeat,depth-only,1,base,translate,1782.288684,0.561076,0.447900,0.834700,1.714400,140.504693,0.443552,0.545179,41.228333,23682.750000,22078.183333,0.000000,0.001361,0.000000,0.000000,0.000000,1.143168,0.051417,0.055068,0.056576,0.022784,1.000000,0.116154,0.012834,0.128180,0.130832,0.294375,0.069750,0.578812,0.824408,0.045763,0.315059,0.044408,0.381784
final-day720-repeat,depth-only,1,base,rotate,1768.762591,0.565367,0.494850,1.044000,1.447300,648.298217,0.497082,0.492114,41.503333,23165.943333,22304.370000,0.000000,0.001254,0.000000,0.000000,0.000000,1.050764,0.052341,0.061880,0.063128,0.029223,1.000000,0.119744,0.015121,0.144924,0.145652,0.264275,0.098018,0.527020,0.734448,0.042877,0.332039,0.047632,0.054236
final-day720-repeat,depth-only,1,base,seam_edits,1001.892910,0.998111,0.913550,1.545200,2.073400,425.637570,0.917031,0.770077,42.000000,22896.000000,22345.500000,0.000000,0.402446,2.000000,4.000000,167664.000000,1.578564,0.070462,0.066820,0.423904,0.024312,1.000000,0.152870,0.013979,0.158860,0.159796,0.432866,0.490993,0.744016,1.021644,0.059888,0.336565,0.054652,0.470392
final-day720-repeat,depth-only,1,base,sky_moving,2366.532497,0.422559,0.368500,0.726400,1.109400,790.805567,0.361409,0.396226,0.000000,0.000000,0.000000,0.000000,0.001175,0.000000,0.000000,0.000000,0.891332,0.133875,0.150280,0.152516,0.003139,1.000000,0.160421,0.014465,0.178100,0.184340,0.040966,0.017103,0.037284,0.388076,0.057084,0.313284,0.051324,0.478348
final-day720-repeat,depth-only,1,base,wall_moving,1965.347002,0.508816,0.450150,0.892100,1.389300,666.170740,0.444584,0.471161,26.816667,15183.423333,14600.740000,0.000000,0.001197,0.000000,0.000000,0.000000,0.999180,0.051280,0.071968,0.072384,0.018439,1.000000,0.118237,0.013048,0.165880,0.166712,0.247082,0.072866,0.319384,0.722176,0.044462,0.307840,0.053456,0.365924
final-day720-repeat,depth-only,1,base,cloud_layer,2503.114291,0.399502,0.354700,0.681200,0.948900,891.517214,0.341449,0.344492,0.000000,0.000000,0.000000,0.000000,0.000954,0.000000,0.000000,0.000000,0.745264,0.129360,0.156520,0.163540,0.002807,1.000000,0.123953,0.014218,0.146224,0.151840,0.041516,0.010290,0.037232,0.361400,0.045916,0.301724,0.050128,0.321828
final-day720-repeat,depth-only,1,candidate,underground,829.214212,1.205961,1.101650,2.039800,2.401200,364.360668,1.056462,0.601566,42.000000,22890.000000,22344.000000,0.000000,0.003012,0.000000,0.000000,0.000000,1.802788,0.074614,0.090636,0.236496,0.087175,1.000000,0.018523,0.147982,0.024544,0.048568,0.422685,0.109145,0.917696,1.295112,0.072401,0.578614,0.078728,0.508404
final-day720-repeat,depth-only,1,candidate,surface_still,1778.566671,0.562250,0.458700,1.079600,1.559800,447.380587,0.470563,0.535456,42.000000,22890.000000,22344.000000,0.000000,0.001880,0.000000,0.000000,0.000000,1.629940,0.056662,0.086580,0.147004,0.021901,1.000000,0.019507,0.038663,0.028288,0.053040,0.362254,0.025702,0.866060,1.144728,0.048829,0.365195,0.104884,0.386048
final-day720-repeat,depth-only,1,candidate,overview,2073.133946,0.482361,0.416200,0.871800,1.273700,642.508353,0.411006,0.407373,48.000000,25464.000000,25601.000000,0.000000,0.001646,0.000000,0.000000,0.000000,0.975468,0.000945,0.001248,0.001300,0.000137,0.000000,0.020058,0.039303,0.024856,0.028392,0.333020,0.022629,0.430664,0.894972,0.049313,0.340712,0.058136,0.344084
final-day720-repeat,depth-only,1,candidate,sky,2197.642808,0.455033,0.404800,0.798300,1.352000,658.653055,0.388239,0.368027,0.000000,0.000000,0.000000,0.000000,0.001337,0.000000,0.000000,0.000000,0.835744,0.135793,0.156676,0.505336,0.008748,1.000000,0.149089,0.012818,0.181012,0.183456,0.025930,0.016323,0.036452,0.036868,0.053297,0.342991,0.052728,0.432640
final-day720-repeat,depth-only,1,candidate,translate,1765.193907,0.566510,0.478600,0.999200,1.373900,356.832752,0.495003,0.432807,41.228333,23682.750000,22078.183333,0.000000,0.001244,0.000000,0.000000,0.000000,1.078168,0.051963,0.052000,0.054132,0.014234,1.000000,0.019294,0.036475,0.024544,0.027768,0.278844,0.077006,0.373360,0.726076,0.042812,0.356362,0.042900,0.046696
final-day720-repeat,depth-only,1,candidate,rotate,1643.731588,0.608372,0.537150,1.027600,1.617400,519.210800,0.528029,0.427633,41.503333,23165.943333,22304.370000,0.000000,0.001740,0.000000,0.000000,0.000000,0.922688,0.058608,0.056888,0.058136,0.013905,1.000000,0.039928,0.041378,0.049556,0.053040,0.266725,0.110923,0.349544,0.732784,0.048718,0.350108,0.047996,0.248248
final-day720-repeat,depth-only,1,candidate,seam_edits,881.438837,1.134509,1.048350,1.729300,2.284800,407.417719,1.044767,0.777659,42.000000,22896.000000,22345.500000,0.000000,0.502320,2.000000,4.000000,167664.000000,1.668212,0.087010,0.081120,0.423592,0.024075,1.000000,0.029493,0.044671,0.030264,0.034944,0.522506,0.602507,0.898924,1.041300,0.069456,0.351265,0.065624,0.463788
final-day720-repeat,depth-only,1,candidate,sky_moving,2421.468742,0.412972,0.380950,0.579700,1.051700,810.712211,0.354575,0.362679,0.000000,0.000000,0.000000,0.000000,0.000962,0.000000,0.000000,0.000000,0.835588,0.136605,0.214864,0.558168,0.007693,1.000000,0.145796,0.011759,0.233740,0.247988,0.025510,0.021214,0.046852,0.050388,0.051022,0.307340,0.065364,0.389896
final-day720-repeat,depth-only,1,candidate,wall_moving,1868.330062,0.535237,0.475550,0.924600,1.316200,562.883464,0.465360,0.394418,26.816667,15183.423333,14600.740000,0.000000,0.001439,0.000000,0.000000,0.000000,0.935480,0.059601,0.080288,0.081536,0.018504,1.000000,0.009345,0.026864,0.012948,0.016380,0.265750,0.083547,0.355888,0.720460,0.047913,0.320023,0.060892,0.066508
final-day720-repeat,depth-only,1,candidate,cloud_layer,2301.044943,0.434585,0.385650,0.791000,1.059500,739.216677,0.370868,0.329208,0.000000,0.000000,0.000000,0.000000,0.001035,0.000000,0.000000,0.000000,0.715416,0.136626,0.185952,0.473200,0.008199,1.000000,0.117001,0.012221,0.169832,0.170300,0.023139,0.015821,0.042068,0.042588,0.048563,0.328569,0.056056,0.388648
final-day720-repeat,depth-only,2,candidate,underground,1031.174998,0.969767,0.895750,1.553200,2.020300,417.014178,0.854991,0.526818,42.000000,22890.000000,22344.000000,0.000000,0.002127,0.000000,0.000000,0.000000,1.818024,0.066522,0.177580,0.241904,0.068893,1.000000,0.015374,0.117384,0.035620,0.049972,0.371399,0.092237,0.983788,1.303432,0.063437,0.467050,0.156468,0.369356
final-day720-repeat,depth-only,2,candidate,surface_still,1892.002003,0.528541,0.437500,0.853200,1.432400,176.754435,0.418788,0.515050,42.000000,22890.000000,22344.000000,0.000000,0.001372,0.000000,0.000000,0.000000,1.405664,0.054227,0.100984,0.102492,0.018800,1.000000,0.019455,0.033795,0.033436,0.035880,0.350259,0.019996,0.637884,1.079364,0.043085,0.330362,0.074100,0.079768
final-day720-repeat,depth-only,2,candidate,overview,2123.268475,0.470972,0.411100,0.841900,1.312600,617.970585,0.406946,0.393687,48.000000,25464.000000,25601.000000,0.000000,0.001243,0.000000,0.000000,0.000000,0.925756,0.000949,0.001196,0.001352,0.000226,0.000000,0.019682,0.038612,0.023608,0.026520,0.324887,0.020633,0.409344,0.837096,0.044158,0.339991,0.054860,0.058032
final-day720-repeat,depth-only,2,candidate,sky,2368.276463,0.422248,0.376200,0.793100,1.020100,834.550386,0.360343,0.349491,0.000000,0.000000,0.000000,0.000000,0.001076,0.000000,0.000000,0.000000,0.750984,0.130947,0.128336,0.474136,0.008192,1.000000,0.141627,0.011823,0.150124,0.150644,0.024890,0.015079,0.030264,0.030628,0.048229,0.318505,0.044824,0.358904
final-day720-repeat,depth-only,2,candidate,translate,1904.754044,0.525002,0.469500,0.876300,1.362500,647.360925,0.459076,0.442290,41.228333,23682.750000,22078.183333,0.000000,0.001344,0.000000,0.000000,0.000000,0.951808,0.053926,0.071032,0.073164,0.013732,1.000000,0.019586,0.034929,0.024596,0.027768,0.283304,0.078091,0.447148,0.640016,0.047492,0.321875,0.053612,0.361712
final-day720-repeat,depth-only,2,candidate,rotate,1709.743658,0.584883,0.517800,0.971100,1.511700,539.728517,0.515183,0.374151,41.503333,23165.943333,22304.370000,0.000000,0.001448,0.000000,0.000000,0.000000,0.831012,0.050785,0.051220,0.056524,0.013678,1.000000,0.035629,0.039458,0.044824,0.047164,0.231264,0.107140,0.288860,0.608296,0.044871,0.344076,0.043940,0.051688
final-day720-repeat,depth-only,2,candidate,seam_edits,890.211942,1.123328,1.021550,1.634600,2.143900,404.855568,1.042459,0.776314,42.000000,22896.000000,22345.500000,0.000000,0.497008,2.000000,4.000000,167664.000000,1.630356,0.084528,0.108784,0.296296,0.024175,1.000000,0.030007,0.043662,0.035880,0.039052,0.520390,0.597918,0.866892,1.135836,0.070175,0.356260,0.079924,0.513500
final-day720-repeat,depth-only,2,candidate,sky_moving,2311.889276,0.432547,0.382250,0.707700,1.204800,466.001320,0.371019,0.367611,0.000000,0.000000,0.000000,0.000000,0.001098,0.000000,0.000000,0.000000,0.773344,0.137538,0.264576,0.462956,0.007824,1.000000,0.150688,0.012330,0.304668,0.306176,0.027198,0.021591,0.059540,0.061672,0.048362,0.321966,0.079560,0.331032
final-day720-repeat,depth-only,2,candidate,wall_moving,1841.532450,0.543026,0.486800,0.868700,1.314500,604.985077,0.475585,0.401531,26.816667,15183.423333,14600.740000,0.000000,0.001383,0.000000,0.000000,0.000000,0.881400,0.058482,0.066768,0.067132,0.018932,1.000000,0.010469,0.027718,0.011128,0.014508,0.272481,0.084080,0.292604,0.685256,0.047460,0.328838,0.052728,0.055796
final-day720-repeat,depth-only,2,candidate,cloud_layer,2296.737752,0.435400,0.381500,0.744600,1.133600,675.561561,0.370299,0.326842,0.000000,0.000000,0.000000,0.000000,0.001205,0.000000,0.000000,0.000000,0.731744,0.134236,0.168532,0.415428,0.008400,1.000000,0.117830,0.011827,0.153972,0.155272,0.022976,0.017059,0.038480,0.038844,0.047967,0.325514,0.051584,0.380588
final-day720-repeat,depth-only,2,base,underground,979.950699,1.020460,0.939350,1.720300,2.449500,339.493250,0.903697,0.635442,42.000000,22890.000000,22344.000000,0.000000,0.001895,0.000000,0.000000,0.000000,2.342860,0.060180,0.069368,0.238836,0.072402,1.000000,0.141511,0.122660,0.164788,0.557856,0.367481,0.088356,0.742300,1.306032,0.055943,0.484844,0.059020,0.373828
final-day720-repeat,depth-only,2,base,surface_still,1606.436886,0.622496,0.433850,0.834200,1.364900,66.204924,0.415529,0.608283,42.000000,22890.000000,22344.000000,0.000000,0.001322,0.000000,0.000000,0.000000,1.367288,0.053215,0.079924,0.084500,0.018519,1.000000,0.119042,0.018034,0.186264,0.195260,0.345848,0.015581,0.626288,0.969332,0.045864,0.323159,0.061776,0.302952
final-day720-repeat,depth-only,2,base,overview,1881.118927,0.531599,0.410400,0.784200,1.422300,121.038022,0.396126,0.516283,48.000000,25464.000000,25601.000000,0.000000,0.001314,0.000000,0.000000,0.000000,1.246024,0.000921,0.001196,0.001352,0.000141,0.000000,0.127658,0.018762,0.166088,0.168064,0.338401,0.015913,0.618176,1.018160,0.045401,0.347008,0.054184,0.058136
final-day720-repeat,depth-only,2,base,sky,2288.780816,0.436914,0.375850,0.789600,1.200100,601.383181,0.372642,0.344060,0.000000,0.000000,0.000000,0.000000,0.001125,0.000000,0.000000,0.000000,0.750932,0.114950,0.115648,0.117520,0.003482,1.000000,0.141182,0.017423,0.144300,0.144768,0.040103,0.010726,0.032708,0.374504,0.044174,0.327456,0.042016,0.312208
final-day720-repeat,depth-only,2,base,translate,1780.241632,0.561722,0.474800,0.950400,1.506200,291.915403,0.482843,0.541951,41.228333,23682.750000,22078.183333,0.000000,0.001409,0.000000,0.000000,0.000000,1.161472,0.050698,0.052520,0.053768,0.024953,1.000000,0.118171,0.017880,0.123552,0.126672,0.292393,0.074703,0.587808,0.739440,0.045061,0.340008,0.043160,0.350168
final-day720-repeat,depth-only,2,base,rotate,1755.345246,0.569689,0.496500,0.922000,1.347400,393.120393,0.492224,0.482642,41.503333,23165.943333,22304.370000,0.000000,0.001255,0.000000,0.000000,0.000000,1.092312,0.050927,0.061724,0.062504,0.029502,1.000000,0.119309,0.016224,0.144716,0.146848,0.252399,0.098900,0.377520,0.745576,0.047467,0.326204,0.047424,0.356044
final-day720-repeat,depth-only,2,base,seam_edits,962.920963,1.038507,0.952050,1.554900,1.898500,483.956831,0.952545,0.832773,42.000000,22896.000000,22345.500000,0.000000,0.417171,2.000000,4.000000,167664.000000,1.630044,0.071707,0.073060,0.074152,0.024774,1.000000,0.164725,0.019227,0.173732,0.174304,0.480200,0.509587,0.835068,1.256528,0.057443,0.345119,0.058656,0.063804
final-day720-repeat,depth-only,2,base,sky_moving,2205.016560,0.453511,0.389150,0.778600,1.178000,447.751170,0.383271,0.372202,0.000000,0.000000,0.000000,0.000000,0.001256,0.000000,0.000000,0.000000,0.813020,0.124586,0.191308,0.192140,0.003400,1.000000,0.151010,0.018118,0.225888,0.228020,0.042003,0.018576,0.044928,0.404560,0.050794,0.330048,0.059748,0.359892
final-day720-repeat,depth-only,2,base,wall_moving,1826.263310,0.547566,0.478000,0.903400,1.379900,523.880206,0.479522,0.453572,26.816667,15183.423333,14600.740000,0.000000,0.001330,0.000000,0.000000,0.000000,0.910624,0.048856,0.049608,0.051220,0.019144,1.000000,0.115064,0.016674,0.118404,0.121472,0.238430,0.081287,0.242112,0.602992,0.041269,0.329364,0.041132,0.043992
final-day720-repeat,depth-only,2,base,cloud_layer,2256.680904,0.443129,0.382050,0.780200,1.099700,676.643398,0.377106,0.368056,0.000000,0.000000,0.000000,0.000000,0.001109,0.000000,0.000000,0.000000,0.776724,0.137145,0.145236,0.148356,0.003413,1.000000,0.129952,0.017783,0.135356,0.136032,0.038699,0.011849,0.035932,0.344708,0.058249,0.330605,0.047736,0.430872
final-day720-repeat,depth-only,3,base,underground,965.670572,1.035550,0.971550,1.623000,2.135000,404.645328,0.912037,0.660291,42.000000,22890.000000,22344.000000,0.000000,0.001771,0.000000,0.000000,0.000000,2.745080,0.063010,0.178620,0.209924,0.075211,1.000000,0.148028,0.121083,0.420004,0.484692,0.375777,0.086820,0.963560,1.867372,0.063531,0.489296,0.156780,0.433680
final-day720-repeat,depth-only,3,base,surface_still,1565.783252,0.638658,0.452950,0.953100,1.411900,75.408241,0.434961,0.623689,42.000000,22890.000000,22344.000000,0.000000,0.001817,0.000000,0.000000,0.000000,1.414452,0.055958,0.083668,0.086840,0.019959,1.000000,0.123487,0.016478,0.195052,0.197704,0.354681,0.016991,0.621504,1.039272,0.044500,0.339153,0.062244,0.068172
final-day720-repeat,depth-only,3,base,overview,1896.387698,0.527318,0.405500,0.782800,1.239800,130.594903,0.392637,0.513205,48.000000,25464.000000,25601.000000,0.000000,0.001343,0.000000,0.000000,0.000000,1.210144,0.000902,0.001092,0.001196,0.000141,0.000000,0.125996,0.016699,0.151164,0.153244,0.339407,0.015776,0.636220,1.034904,0.042984,0.345351,0.049764,0.053560
final-day720-repeat,depth-only,3,base,sky,2372.484869,0.421499,0.375850,0.730500,1.246800,640.020481,0.362158,0.366454,0.000000,0.000000,0.000000,0.000000,0.000997,0.000000,0.000000,0.000000,0.817284,0.124507,0.137748,0.140556,0.003202,1.000000,0.150797,0.017018,0.165360,0.170248,0.040798,0.010743,0.034424,0.361192,0.046567,0.317946,0.046540,0.344240
final-day720-repeat,depth-only,3,base,translate,1807.537613,0.553239,0.472450,0.868600,1.443900,270.699487,0.466945,0.537626,41.228333,23682.750000,22078.183333,0.000000,0.001393,0.000000,0.000000,0.000000,1.307592,0.051609,0.051688,0.054808,0.025487,1.000000,0.115778,0.016139,0.121056,0.126932,0.288885,0.074805,0.445328,0.868348,0.045771,0.326051,0.042952,0.375232
final-day720-repeat,depth-only,3,base,rotate,1748.895864,0.571789,0.512500,0.937500,1.358000,603.009015,0.504899,0.490610,41.503333,23165.943333,22304.370000,0.000000,0.001370,0.000000,0.000000,0.000000,1.058304,0.051720,0.055328,0.057304,0.029680,1.000000,0.119924,0.016338,0.128960,0.135096,0.256149,0.100454,0.338936,0.703144,0.050434,0.335234,0.045032,0.418860
final-day720-repeat,depth-only,3,base,seam_edits,976.861887,1.023686,0.942850,1.598500,1.891700,439.589423,0.943862,0.802546,42.000000,22896.000000,22345.500000,0.000000,0.414710,2.000000,4.000000,167664.000000,1.670552,0.069237,0.069784,0.070512,0.024593,1.000000,0.158785,0.016359,0.166088,0.167076,0.459536,0.506573,0.813488,1.198288,0.058648,0.344058,0.055588,0.374452
final-day720-repeat,depth-only,3,base,sky_moving,2355.382461,0.424559,0.378750,0.706800,1.065600,782.176798,0.363781,0.367114,0.000000,0.000000,0.000000,0.000000,0.001022,0.000000,0.000000,0.000000,0.879424,0.123874,0.191204,0.191724,0.003155,1.000000,0.149119,0.016446,0.225680,0.226252,0.041619,0.016464,0.044616,0.434720,0.048789,0.315034,0.059072,0.392808
