suite,cohort,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws,sky_gpu_mean_ms,sky_cpu_mean_ms,sky_gpu_p95_ms,sky_gpu_p99_ms,terrain_gpu_mean_ms,terrain_cpu_mean_ms,terrain_gpu_p95_ms,terrain_gpu_p99_ms,hud_gpu_mean_ms,hud_cpu_mean_ms,hud_gpu_p95_ms,hud_gpu_p99_ms
final-day720-repeat,depth-only,3,base,wall_moving,1770.833487,0.564706,0.482950,0.990400,1.425600,588.864571,0.494821,0.471070,26.816667,15183.423333,14600.740000,0.000000,0.001338,0.000000,0.000000,0.000000,0.982852,0.051167,0.065988,0.068848,0.020204,1.000000,0.119188,0.018164,0.151736,0.158496,0.246805,0.077632,0.303004,0.686400,0.043589,0.341832,0.050856,0.179764
final-day720-repeat,depth-only,3,base,cloud_layer,2328.661004,0.429431,0.383150,0.740300,0.964000,753.049852,0.369839,0.345654,0.000000,0.000000,0.000000,0.000000,0.001019,0.000000,0.000000,0.000000,0.789568,0.128894,0.160680,0.165152,0.003125,1.000000,0.123076,0.016305,0.151372,0.153452,0.039445,0.011803,0.036868,0.364416,0.050460,0.325437,0.049816,0.384748
final-day720-repeat,depth-only,3,candidate,underground,989.421599,1.010692,0.951150,1.679500,2.113800,371.277939,0.895368,0.537828,42.000000,22890.000000,22344.000000,0.000000,0.002074,0.000000,0.000000,0.000000,1.809496,0.067342,0.082888,0.241124,0.080654,1.000000,0.016162,0.128798,0.021216,0.049556,0.378261,0.090550,0.834236,1.306916,0.062958,0.483092,0.073840,0.446628
final-day720-repeat,depth-only,3,candidate,surface_still,1812.774258,0.551641,0.436900,0.951100,1.340700,180.136904,0.447353,0.535988,42.000000,22890.000000,22344.000000,0.000000,0.001585,0.000000,0.000000,0.000000,1.623544,0.060527,0.128492,0.346840,0.019466,1.000000,0.018569,0.037352,0.042432,0.044928,0.356991,0.021976,0.806936,0.827060,0.049758,0.351672,0.094328,0.388804
final-day720-repeat,depth-only,3,candidate,overview,2151.812525,0.464725,0.410750,0.861500,1.180500,760.282825,0.395933,0.411056,48.000000,25464.000000,25601.000000,0.000000,0.001441,0.000000,0.000000,0.000000,0.979160,0.000953,0.001248,0.001352,0.000137,0.000000,0.019422,0.038451,0.026104,0.028808,0.339681,0.020697,0.546884,0.873808,0.046942,0.329890,0.060476,0.064896
final-day720-repeat,depth-only,3,candidate,sky,2264.751744,0.441549,0.389900,0.853200,1.154400,666.370502,0.373556,0.356946,0.000000,0.000000,0.000000,0.000000,0.001244,0.000000,0.000000,0.000000,0.750828,0.133171,0.128700,0.468312,0.008066,1.000000,0.145296,0.013822,0.151112,0.151528,0.022667,0.015716,0.030316,0.030628,0.051947,0.328092,0.047164,0.388284
final-day720-repeat,depth-only,3,candidate,translate,1849.586109,0.540661,0.482500,0.909900,1.353600,620.071722,0.469300,0.434771,41.228333,23682.750000,22078.183333,0.000000,0.001465,0.000000,0.000000,0.000000,1.019252,0.054003,0.052208,0.344188,0.013729,1.000000,0.019504,0.035332,0.024908,0.027560,0.279628,0.080039,0.363272,0.710892,0.044468,0.329151,0.043472,0.055484
final-day720-repeat,depth-only,3,candidate,rotate,1757.630901,0.568948,0.504400,0.982500,1.526500,543.015910,0.498904,0.396770,41.503333,23165.943333,22304.370000,0.000000,0.001403,0.000000,0.000000,0.000000,0.944632,0.053089,0.058864,0.060684,0.012873,1.000000,0.036480,0.039012,0.044668,0.047424,0.245310,0.104798,0.362180,0.710424,0.047596,0.331725,0.047164,0.391248
final-day720-repeat,depth-only,3,candidate,seam_edits,901.101416,1.109753,1.012600,1.641900,2.119400,377.914667,1.024878,0.868375,42.000000,22896.000000,22345.500000,0.000000,0.495664,2.000000,4.000000,167664.000000,1.886768,0.092903,0.095576,0.096928,0.022791,1.000000,0.030788,0.042715,0.033904,0.036608,0.590205,0.593405,1.010516,1.500668,0.076124,0.346232,0.074828,0.501228
final-day720-repeat,depth-only,3,candidate,sky_moving,2256.251509,0.443213,0.389600,0.798300,1.044700,672.562801,0.379160,0.360080,0.000000,0.000000,0.000000,0.000000,0.001213,0.000000,0.000000,0.000000,0.680004,0.134582,0.215124,0.442936,0.008309,1.000000,0.147801,0.012378,0.247988,0.248768,0.024333,0.022503,0.049296,0.050388,0.049456,0.329533,0.065676,0.379652
final-day720-repeat,depth-only,3,candidate,wall_moving,1791.596160,0.558161,0.490300,0.961800,1.405700,620.745308,0.483059,0.386488,26.816667,15183.423333,14600.740000,0.000000,0.001548,0.000000,0.000000,0.000000,0.853892,0.056443,0.056888,0.057200,0.018624,1.000000,0.009745,0.027631,0.009568,0.012636,0.261663,0.086559,0.263744,0.661284,0.045892,0.334262,0.046644,0.049244
final-day720-repeat,depth-only,3,candidate,cloud_layer,2369.701939,0.421994,0.374750,0.608600,1.074900,547.405299,0.352619,0.322735,0.000000,0.000000,0.000000,0.000000,0.001170,0.000000,0.000000,0.000000,0.731588,0.132018,0.168428,0.393016,0.007641,1.000000,0.115593,0.012364,0.153816,0.154128,0.022992,0.015171,0.038428,0.038844,0.048356,0.311342,0.051584,0.407628
final-day720-repeat,depth-only,4,candidate,underground,993.970904,1.006066,0.941300,1.643800,2.010200,435.840628,0.886056,0.558501,42.000000,22890.000000,22344.000000,0.000000,0.001970,0.000000,0.000000,0.000000,1.826916,0.071153,0.202644,0.247000,0.074291,1.000000,0.017666,0.127364,0.036036,0.056472,0.390426,0.090627,1.119976,1.321736,0.067889,0.479305,0.165048,0.342576
final-day720-repeat,depth-only,4,candidate,surface_still,1946.290808,0.513798,0.423100,0.744100,1.142000,170.967935,0.401235,0.500256,42.000000,22890.000000,22344.000000,0.000000,0.001319,0.000000,0.000000,0.000000,1.239316,0.053416,0.100932,0.102388,0.017924,1.000000,0.017441,0.030390,0.033332,0.033696,0.339037,0.018401,0.635336,0.763464,0.044264,0.319721,0.073840,0.329836
final-day720-repeat,depth-only,4,candidate,overview,2141.426976,0.466978,0.401500,0.781700,1.245700,682.500683,0.400587,0.399742,48.000000,25464.000000,25601.000000,0.000000,0.001437,0.000000,0.000000,0.000000,0.993356,0.000938,0.001248,0.001404,0.000136,0.000000,0.020555,0.035146,0.024908,0.029536,0.329066,0.021270,0.431912,0.865592,0.045166,0.337323,0.057928,0.064012
final-day720-repeat,depth-only,4,candidate,sky,2404.167865,0.415944,0.370100,0.777900,1.131300,667.334001,0.356252,0.378048,0.000000,0.000000,0.000000,0.000000,0.001040,0.000000,0.000000,0.000000,0.878904,0.141677,0.163540,0.544076,0.007615,1.000000,0.151102,0.008978,0.189592,0.191776,0.029043,0.014103,0.038116,0.038532,0.052374,0.319690,0.052156,0.412932
final-day720-repeat,depth-only,4,candidate,translate,1803.281251,0.554545,0.479450,0.890900,1.485300,345.538522,0.486365,0.425311,41.228333,23682.750000,22078.183333,0.000000,0.001423,0.000000,0.000000,0.000000,1.026376,0.050472,0.049868,0.054132,0.014006,1.000000,0.019218,0.032553,0.024492,0.024908,0.274797,0.079850,0.349284,0.717236,0.044009,0.349481,0.042276,0.332748
final-day720-repeat,depth-only,4,candidate,rotate,1750.260570,0.571344,0.503350,0.952600,1.483500,442.520301,0.499403,0.399567,41.503333,23165.943333,22304.370000,0.000000,0.001325,0.000000,0.000000,0.000000,0.956436,0.054024,0.070564,0.071864,0.012816,1.000000,0.036727,0.035786,0.045292,0.047840,0.251303,0.104530,0.434304,0.761956,0.043170,0.336649,0.053300,0.056628
final-day720-repeat,depth-only,4,candidate,seam_edits,901.438922,1.109338,1.024900,1.575100,2.145000,396.935657,1.025429,0.880936,42.000000,22896.000000,22345.500000,0.000000,0.501168,2.000000,4.000000,167664.000000,1.894724,0.093400,0.090740,0.092560,0.023084,1.000000,0.031330,0.039593,0.033904,0.036088,0.595121,0.600314,1.006148,1.466296,0.081257,0.341817,0.072488,0.566696
final-day720-repeat,depth-only,4,candidate,sky_moving,2334.849299,0.428293,0.383700,0.716600,1.067300,775.534473,0.361209,0.392338,0.000000,0.000000,0.000000,0.000000,0.001127,0.000000,0.000000,0.000000,0.787488,0.145106,0.286624,0.457340,0.007607,1.000000,0.156890,0.008886,0.330096,0.331136,0.029070,0.020966,0.065520,0.067704,0.057338,0.317367,0.086684,0.375336
final-day720-repeat,depth-only,4,candidate,wall_moving,1884.984527,0.530508,0.474450,0.828000,1.480900,518.591505,0.464009,0.369208,26.816667,15183.423333,14600.740000,0.000000,0.001216,0.000000,0.000000,0.000000,0.958672,0.053977,0.072020,0.073164,0.017997,1.000000,0.008918,0.023916,0.011700,0.015392,0.246249,0.083378,0.320268,0.705432,0.048728,0.322756,0.054912,0.393432
final-day720-repeat,depth-only,4,candidate,cloud_layer,2307.826339,0.433308,0.390750,0.709400,1.079000,786.266544,0.362910,0.359817,0.000000,0.000000,0.000000,0.000000,0.001338,0.000000,0.000000,0.000000,0.799396,0.149559,0.152672,0.495040,0.008179,1.000000,0.127052,0.009721,0.131976,0.132288,0.026606,0.016352,0.033176,0.033696,0.052520,0.321566,0.049140,0.434720
final-day720-repeat,depth-only,4,base,underground,986.020206,1.014178,0.943400,1.598100,2.099100,383.085498,0.895485,0.619584,42.000000,22890.000000,22344.000000,0.000000,0.001985,0.000000,0.000000,0.000000,2.305264,0.059900,0.070096,0.210808,0.075558,1.000000,0.140075,0.117584,0.165464,0.489736,0.350639,0.084044,0.664768,1.282320,0.059217,0.482231,0.094016,0.424684
final-day720-repeat,depth-only,4,base,surface_still,1585.716710,0.630630,0.438150,0.801800,1.314100,65.342110,0.405905,0.615486,42.000000,22890.000000,22344.000000,0.000000,0.001743,0.000000,0.000000,0.000000,1.376284,0.052512,0.079092,0.080964,0.019542,1.000000,0.120659,0.016326,0.184496,0.188396,0.350916,0.015051,0.644072,1.013532,0.047201,0.314713,0.059280,0.361868
final-day720-repeat,depth-only,4,base,overview,1863.974590,0.536488,0.415400,0.875800,1.261800,129.222062,0.400454,0.521354,48.000000,25464.000000,25601.000000,0.000000,0.001601,0.000000,0.000000,0.000000,1.092728,0.000919,0.001144,0.001300,0.000150,0.000000,0.130560,0.016425,0.166036,0.173056,0.340447,0.016939,0.623844,0.863772,0.045483,0.351338,0.054028,0.058032
final-day720-repeat,depth-only,4,base,sky,2270.421591,0.440447,0.371050,0.750200,1.141200,336.437908,0.377800,0.388961,0.000000,0.000000,0.000000,0.000000,0.001062,0.000000,0.000000,0.000000,0.880724,0.131460,0.155636,0.158132,0.003121,1.000000,0.157211,0.019074,0.185796,0.193180,0.043727,0.010194,0.038688,0.409552,0.052671,0.331983,0.052468,0.415532
final-day720-repeat,depth-only,4,base,translate,1661.598790,0.601830,0.482400,0.953900,1.332100,146.194200,0.476907,0.579303,41.228333,23682.750000,22078.183333,0.000000,0.001419,0.000000,0.000000,0.000000,1.300156,0.057409,0.054184,0.366288,0.025100,1.000000,0.124857,0.016256,0.129688,0.132028,0.313526,0.075734,0.576732,0.897676,0.043596,0.334438,0.045240,0.049608
final-day720-repeat,depth-only,4,base,rotate,1676.992281,0.596306,0.522300,1.046000,1.379500,574.938434,0.519614,0.483191,41.503333,23165.943333,22304.370000,0.000000,0.001594,0.000000,0.000000,0.000000,1.174368,0.051075,0.055692,0.057096,0.030550,1.000000,0.119239,0.017354,0.131456,0.135824,0.257057,0.108178,0.352664,0.885508,0.043842,0.339372,0.044876,0.058916
final-day720-repeat,depth-only,4,base,seam_edits,954.530312,1.047636,0.962500,1.602600,2.326400,377.225631,0.963342,0.731439,42.000000,22896.000000,22345.500000,0.000000,0.423289,2.000000,4.000000,167664.000000,1.406756,0.062285,0.061464,0.062816,0.025308,1.000000,0.145822,0.017051,0.147420,0.149760,0.418431,0.516427,0.756600,1.051908,0.053350,0.347990,0.050908,0.234728
final-day720-repeat,depth-only,4,base,sky_moving,2164.075907,0.462091,0.395400,0.881100,1.323600,629.742750,0.392027,0.363440,0.000000,0.000000,0.000000,0.000000,0.001443,0.000000,0.000000,0.000000,0.781820,0.123614,0.190892,0.191724,0.003394,1.000000,0.149635,0.016249,0.225212,0.226356,0.040170,0.019290,0.044564,0.467792,0.046221,0.337719,0.058656,0.331240
final-day720-repeat,depth-only,4,base,wall_moving,1819.572413,0.549580,0.481000,0.946800,1.434200,499.421503,0.478796,0.475362,26.816667,15183.423333,14600.740000,0.000000,0.001272,0.000000,0.000000,0.000000,0.992004,0.050903,0.062816,0.063596,0.020429,1.000000,0.119141,0.016806,0.144768,0.148252,0.250203,0.077108,0.423384,0.714896,0.044772,0.329917,0.047424,0.356512
final-day720-repeat,depth-only,4,base,cloud_layer,2275.582094,0.439448,0.383000,0.860400,1.022500,707.597236,0.371988,0.340168,0.000000,0.000000,0.000000,0.000000,0.001148,0.000000,0.000000,0.000000,0.758524,0.126652,0.160680,0.161616,0.003481,1.000000,0.121110,0.016619,0.151424,0.158028,0.039179,0.011534,0.036972,0.374348,0.049453,0.326460,0.049712,0.357136
final-day720-repeat,depth-only,5,base,underground,982.547500,1.017762,0.971950,1.743200,2.219900,389.526920,0.900746,0.631194,42.000000,22890.000000,22344.000000,0.000000,0.001875,0.000000,0.000000,0.000000,2.017028,0.061089,0.072280,0.206908,0.073823,1.000000,0.143643,0.121981,0.167284,0.483392,0.357198,0.086534,0.705588,1.125228,0.058690,0.479606,0.089596,0.444496
final-day720-repeat,depth-only,5,base,surface_still,1583.477782,0.631521,0.462600,0.839400,1.390500,79.282651,0.432095,0.614286,42.000000,22890.000000,22344.000000,0.000000,0.001684,0.000000,0.000000,0.000000,1.260428,0.054575,0.074828,0.076648,0.020343,1.000000,0.121802,0.018060,0.174304,0.175604,0.348078,0.016368,0.617604,0.911560,0.044970,0.332541,0.056992,0.231972
final-day720-repeat,depth-only,5,base,overview,1842.619985,0.542705,0.428300,0.861000,1.593600,164.867323,0.432396,0.522984,48.000000,25464.000000,25601.000000,0.000000,0.001359,0.000000,0.000000,0.000000,1.188044,0.000927,0.001144,0.001248,0.000140,0.000000,0.127796,0.017426,0.145236,0.152360,0.346773,0.016473,0.644696,0.993928,0.043508,0.382462,0.049400,0.053040
final-day720-repeat,depth-only,5,base,sky,2209.987893,0.452491,0.391800,0.782100,1.404900,632.817938,0.382446,0.397034,0.000000,0.000000,0.000000,0.000000,0.001225,0.000000,0.000000,0.000000,0.838292,0.135383,0.150020,0.152152,0.003212,1.000000,0.162071,0.017650,0.184652,0.186680,0.041405,0.010483,0.037752,0.347360,0.054162,0.337070,0.051844,0.459108
final-day720-repeat,depth-only,5,base,translate,1663.951652,0.600979,0.503500,1.182900,1.734600,501.584170,0.522500,0.540415,41.228333,23682.750000,22078.183333,0.000000,0.001635,0.000000,0.000000,0.000000,1.288612,0.050431,0.052676,0.054704,0.027721,1.000000,0.116214,0.018819,0.124072,0.126308,0.295611,0.078100,0.578656,0.874536,0.042408,0.367408,0.043420,0.047528
final-day720-repeat,depth-only,5,base,rotate,1737.457943,0.575554,0.506550,0.933600,1.361000,576.923077,0.505524,0.478391,41.503333,23165.943333,22304.370000,0.000000,0.001444,0.000000,0.000000,0.000000,0.941356,0.051096,0.052260,0.053768,0.030790,1.000000,0.118359,0.017255,0.126360,0.127556,0.251712,0.101893,0.298376,0.629096,0.045777,0.332710,0.044564,0.350012
final-day720-repeat,depth-only,5,base,seam_edits,983.400849,1.016879,0.930550,1.557300,1.907500,426.712183,0.933555,0.683585,42.000000,22896.000000,22345.500000,0.000000,0.406712,2.000000,4.000000,167664.000000,1.464476,0.060214,0.058396,0.060216,0.024124,1.000000,0.133834,0.017599,0.140608,0.141128,0.389261,0.498133,0.687128,1.088724,0.052060,0.340872,0.048620,0.392184
final-day720-repeat,depth-only,5,base,sky_moving,2211.389689,0.452204,0.392300,0.784100,1.217400,657.505424,0.382010,0.357026,0.000000,0.000000,0.000000,0.000000,0.001305,0.000000,0.000000,0.000000,0.817388,0.119776,0.149604,0.150020,0.005392,1.000000,0.146419,0.017690,0.176852,0.177632,0.040220,0.018407,0.035100,0.420420,0.046863,0.326119,0.046904,0.343564
final-day720-repeat,depth-only,5,base,wall_moving,1785.689307,0.560008,0.494600,0.977100,1.534700,546.532705,0.488984,0.461341,26.816667,15183.423333,14600.740000,0.000000,0.001477,0.000000,0.000000,0.000000,0.910052,0.049026,0.049816,0.050648,0.019379,1.000000,0.115634,0.017808,0.119080,0.121160,0.242635,0.080102,0.266292,0.686608,0.042635,0.337324,0.041392,0.044044
final-day720-repeat,depth-only,5,base,cloud_layer,2130.072146,0.469468,0.390950,0.863100,1.257700,361.761780,0.393157,0.327928,0.000000,0.000000,0.000000,0.000000,0.001101,0.000000,0.000000,0.000000,0.701584,0.121372,0.128128,0.130728,0.003488,1.000000,0.116300,0.017122,0.118508,0.119548,0.037981,0.011994,0.031252,0.350064,0.048588,0.346202,0.041964,0.388804
final-day720-repeat,depth-only,5,candidate,underground,897.991462,1.113596,1.020650,1.951000,2.573900,334.995282,0.977339,0.633798,42.000000,22890.000000,22344.000000,0.000000,0.002706,0.000000,0.000000,0.000000,2.132780,0.078356,0.179660,0.240292,0.082188,1.000000,0.019859,0.135117,0.041496,0.054808,0.449668,0.103971,1.087892,1.738672,0.073108,0.522623,0.152672,0.466076
final-day720-repeat,depth-only,5,candidate,surface_still,1887.445343,0.529817,0.415700,0.869000,1.389600,176.589007,0.422888,0.513255,42.000000,22890.000000,22344.000000,0.000000,0.001382,0.000000,0.000000,0.000000,1.258972,0.055163,0.108680,0.118040,0.018630,1.000000,0.017843,0.031681,0.024908,0.039104,0.349051,0.020392,0.684216,0.932828,0.046134,0.335652,0.079404,0.319384
final-day720-repeat,depth-only,5,candidate,overview,2157.860438,0.463422,0.404200,0.854800,1.260500,680.766089,0.398089,0.406386,48.000000,25464.000000,25601.000000,0.000000,0.001394,0.000000,0.000000,0.000000,0.948636,0.000948,0.001248,0.001352,0.000146,0.000000,0.019755,0.035911,0.025012,0.028600,0.334812,0.020804,0.505908,0.849680,0.046820,0.333949,0.058344,0.062504
final-day720-repeat,depth-only,5,candidate,sky,2203.239276,0.453877,0.383850,0.845200,1.236500,698.958552,0.385659,0.333532,0.000000,0.000000,0.000000,0.000000,0.001143,0.000000,0.000000,0.000000,0.746564,0.126164,0.126828,0.521404,0.008338,1.000000,0.135440,0.009476,0.136604,0.148200,0.021373,0.015665,0.028184,0.030004,0.046852,0.343688,0.044252,0.388700
final-day720-repeat,depth-only,5,candidate,translate,1819.981946,0.549456,0.490650,0.878700,1.373500,592.031259,0.476146,0.430309,41.228333,23682.750000,22078.183333,0.000000,0.001606,0.000000,0.000000,0.000000,1.031836,0.051134,0.053872,0.054392,0.014309,1.000000,0.019976,0.032808,0.024492,0.025012,0.278178,0.082277,0.386464,0.708500,0.042730,0.335285,0.044408,0.046696
final-day720-repeat,depth-only,5,candidate,rotate,1675.805860,0.596728,0.529050,0.963700,1.421100,632.971485,0.523236,0.402888,41.503333,23165.943333,22304.370000,0.000000,0.001637,0.000000,0.000000,0.000000,0.842088,0.054864,0.074256,0.075868,0.014042,1.000000,0.036957,0.038875,0.045604,0.048880,0.249342,0.109002,0.455520,0.620672,0.047430,0.349884,0.056420,0.361088
final-day720-repeat,depth-only,5,candidate,seam_edits,872.979199,1.145503,1.061500,1.714700,2.258300,352.565798,1.062076,0.853275,42.000000,22896.000000,22345.500000,0.000000,0.504493,2.000000,4.000000,167664.000000,1.730404,0.091960,0.090584,0.449488,0.024873,1.000000,0.030947,0.041754,0.033540,0.034996,0.577325,0.604584,0.992680,1.431456,0.076527,0.368857,0.072280,0.479232
final-day720-repeat,depth-only,5,candidate,sky_moving,2304.092606,0.434010,0.384850,0.709100,1.098200,692.552749,0.365638,0.405129,0.000000,0.000000,0.000000,0.000000,0.001325,0.000000,0.000000,0.000000,1.113528,0.149660,0.245856,0.455260,0.007908,1.000000,0.162222,0.008975,0.283088,0.283712,0.030823,0.021947,0.056420,0.059488,0.058408,0.319420,0.076232,0.472004
final-day720-repeat,depth-only,5,candidate,wall_moving,1725.909964,0.579404,0.494150,0.997000,1.629800,507.240863,0.506856,0.415229,26.816667,15183.423333,14600.740000,0.000000,0.001364,0.000000,0.000000,0.000000,0.875576,0.060594,0.069420,0.069888,0.020460,1.000000,0.010402,0.025392,0.011284,0.015236,0.278481,0.083272,0.304980,0.737516,0.052024,0.360313,0.054444,0.337376
final-day720-repeat,depth-only,5,candidate,cloud_layer,2230.272681,0.448376,0.392750,0.776400,1.024300,479.808077,0.382696,0.339544,0.000000,0.000000,0.000000,0.000000,0.001263,0.000000,0.000000,0.000000,0.809432,0.140595,0.179088,0.527540,0.008853,1.000000,0.118912,0.009746,0.161720,0.162708,0.025434,0.016189,0.040404,0.041392,0.050745,0.340908,0.054444,0.379184
final-debug1080,depth-only,1,base,surface_still,664.413934,1.505086,1.320300,2.456100,3.089600,111.181114,1.294262,1.481293,42.000000,22890.000000,22344.000000,0.000000,0.002606,0.000000,0.000000,0.000000,4.381728,0.125741,0.127244,0.459420,0.081166,1.000000,0.348944,0.133879,0.379600,1.128920,0.797685,0.099327,1.349504,2.250456,0.106945,0.811782,0.108316,0.476684
