suite,batch,pair,variant,scenario,fps,frame_mean_ms,frame_median_ms,frame_p95_ms,frame_p99_ms,one_percent_low_fps,cpu_submit_mean_ms,gpu_mean_ms,terrain_draws,triangles,surface_blocks,queries,rebuild_mean_ms,chunks_rebuilt,upload_calls,upload_bytes,gpu_p99_ms,cloud_gpu_mean_ms,cloud_gpu_p95_ms,cloud_gpu_p99_ms,cloud_cpu_mean_ms,cloud_draws
diagnostic-night1080,night1080,3,candidate,translate,656.404009,1.523452,0.782300,2.065500,2.836900,17.107937,0.779925,1.295515,41.228333,23682.750000,22078.183333,0.000000,0.004446,0.000000,0.000000,0.000000,4.284436,0.126494,0.117156,0.658424,0.052569,1.000000
diagnostic-night1080,night1080,3,candidate,rotate,709.630790,1.409183,0.954150,2.159600,2.972700,32.220457,0.917525,1.317932,41.503333,23165.943333,22304.370000,0.000000,0.005747,0.000000,0.000000,0.000000,3.676504,0.135274,0.213252,0.231920,0.065520,1.000000
diagnostic-night1080,night1080,3,candidate,seam_edits,489.936380,2.041081,1.945150,3.192000,3.942700,228.696885,1.883774,1.299336,42.000000,22896.000000,22345.500000,0.000000,1.014836,2.000000,4.000000,167664.000000,2.519816,0.110618,0.117208,0.125268,0.054506,1.000000
diagnostic-night1080,night1080,3,candidate,sky_moving,937.869286,1.066247,0.581900,1.491700,1.929300,26.889153,0.571422,1.000086,0.000000,0.000000,0.000000,0.000000,0.003246,0.000000,0.000000,0.000000,2.263976,0.293997,0.324064,0.397904,0.004831,1.000000
diagnostic-night1080,night1080,3,candidate,wall_moving,849.794201,1.176756,0.884350,2.146900,3.117500,57.992587,0.880815,1.094449,26.770000,15140.680000,14573.851667,0.000000,0.005278,0.000000,0.000000,0.000000,2.485392,0.113660,0.119860,0.129688,0.044022,1.000000
diagnostic-night1080,night1080,3,candidate,cloud_layer,1057.089157,0.945994,0.738650,2.148800,2.972500,232.607726,0.763305,0.800087,0.000000,0.000000,0.000000,0.000000,0.005484,0.000000,0.000000,0.000000,2.155348,0.287147,0.313872,0.325364,0.006708,1.000000
night1080-final,night1080-final,1,base,underground,666.594674,1.500162,1.055400,2.505700,3.244700,33.396508,1.021115,1.410284,42.000000,22890.000000,22344.000000,0.000000,0.005589,0.000000,0.000000,0.000000,3.347292,0.236208,0.264940,0.369876,0.095556,1.000000
night1080-final,night1080-final,1,base,surface_still,553.142625,1.807852,0.955300,2.390100,3.324000,13.785162,0.861038,1.682036,42.000000,22890.000000,22344.000000,0.000000,0.006152,0.000000,0.000000,0.000000,4.944836,0.256759,0.297856,1.073800,0.043242,1.000000
night1080-final,night1080-final,1,base,overview,666.945598,1.499373,0.758050,3.004400,4.480400,21.424401,0.849829,1.392941,48.000000,25464.000000,25601.000000,0.000000,0.005882,0.000000,0.000000,0.000000,4.714424,0.206080,0.266552,0.285272,0.068190,1.000000
night1080-final,night1080-final,1,base,sky,848.733124,1.178227,0.703750,2.859300,3.504400,42.727465,0.794820,0.961812,0.000000,0.000000,0.000000,0.000000,0.004406,0.000000,0.000000,0.000000,2.967796,0.273307,0.292916,0.304408,0.006010,1.000000
night1080-final,night1080-final,1,base,translate,595.208276,1.680084,1.026350,2.357300,3.163900,18.501639,0.956833,1.598336,41.228333,23682.750000,22078.183333,0.000000,0.005285,0.000000,0.000000,0.000000,4.969380,0.275488,0.447200,0.846040,0.053911,1.000000
night1080-final,night1080-final,1,base,rotate,749.654597,1.333948,0.784200,1.641100,2.076900,21.024606,0.723430,1.254412,41.503333,23165.943333,22304.370000,0.000000,0.004289,0.000000,0.000000,0.000000,2.700932,0.234536,0.250016,0.262132,0.048786,1.000000
night1080-final,night1080-final,1,base,seam_edits,463.259399,2.158618,1.904650,3.935700,5.043700,175.036831,1.983581,1.456979,42.000000,22896.000000,22345.500000,0.000000,0.969540,2.000000,4.000000,167664.000000,3.082196,0.223803,0.242476,0.261144,0.063438,1.000000
night1080-final,night1080-final,1,base,sky_moving,993.584096,1.006457,0.594650,1.298500,2.064400,30.280259,0.561475,0.950855,0.000000,0.000000,0.000000,0.000000,0.003811,0.000000,0.000000,0.000000,2.185248,0.284289,0.298480,0.316524,0.004525,1.000000
night1080-final,night1080-final,1,base,wall_moving,765.405410,1.306497,0.839250,1.880400,2.553400,28.559542,0.821326,1.235162,26.770000,15140.680000,14573.851667,0.000000,0.005212,0.000000,0.000000,0.000000,2.717728,0.230357,0.242684,0.250952,0.039353,1.000000
night1080-final,night1080-final,1,base,cloud_layer,1204.795568,0.830016,0.541800,1.509300,2.256900,61.571868,0.561568,0.783047,0.000000,0.000000,0.000000,0.000000,0.003654,0.000000,0.000000,0.000000,1.907516,0.288968,0.313716,0.330876,0.005695,1.000000
night1080-final,night1080-final,1,candidate,underground,769.684291,1.299234,1.005050,2.098800,2.745900,54.547884,0.970951,1.220423,42.000000,22890.000000,22344.000000,0.000000,0.005266,0.000000,0.000000,0.000000,2.732028,0.112410,0.121108,0.126256,0.099603,1.000000
night1080-final,night1080-final,1,candidate,surface_still,656.103187,1.524151,0.973800,2.093700,3.076000,21.708927,0.885225,1.423990,42.000000,22890.000000,22344.000000,0.000000,0.006305,0.000000,0.000000,0.000000,2.859688,0.134632,0.136448,1.102504,0.048146,1.000000
night1080-final,night1080-final,1,candidate,overview,913.606061,1.094564,0.636300,1.588100,2.111500,28.071213,0.604141,1.031329,48.000000,25464.000000,25601.000000,0.000000,0.003738,0.000000,0.000000,0.000000,2.342236,0.001091,0.001508,0.001976,0.000557,0.000000
night1080-final,night1080-final,1,candidate,sky,1008.259833,0.991808,0.523850,1.185600,2.045000,25.753748,0.486714,0.932782,0.000000,0.000000,0.000000,0.000000,0.003081,0.000000,0.000000,0.000000,2.075892,0.280206,0.291928,0.301652,0.004291,1.000000
night1080-final,night1080-final,1,candidate,translate,730.469172,1.368983,0.801600,1.715100,2.432700,21.231971,0.757907,1.282303,41.228333,23682.750000,22078.183333,0.000000,0.004378,0.000000,0.000000,0.000000,3.147092,0.116295,0.117676,0.130416,0.045710,1.000000
night1080-final,night1080-final,1,candidate,rotate,841.549073,1.188285,0.699200,1.575000,2.104300,25.626000,0.682575,1.122294,41.503333,23165.943333,22304.370000,0.000000,0.003608,0.000000,0.000000,0.000000,2.387008,0.113919,0.122460,0.129480,0.047937,1.000000
night1080-final,night1080-final,1,candidate,seam_edits,552.471079,1.810050,1.645650,2.916900,3.588000,230.889116,1.672029,1.302816,42.000000,22896.000000,22345.500000,0.000000,0.897495,2.000000,4.000000,167664.000000,2.649608,0.109429,0.117312,0.126308,0.047264,1.000000
night1080-final,night1080-final,1,candidate,sky_moving,988.718231,1.011410,0.509250,1.308800,1.869800,25.803200,0.518677,0.942125,0.000000,0.000000,0.000000,0.000000,0.003100,0.000000,0.000000,0.000000,2.425020,0.278831,0.295672,0.302224,0.004290,1.000000
night1080-final,night1080-final,1,candidate,wall_moving,891.619358,1.121555,0.692100,1.721000,2.375100,32.101166,0.697901,1.065289,26.770000,15140.680000,14573.851667,0.000000,0.003550,0.000000,0.000000,0.000000,2.331420,0.112976,0.119288,0.125164,0.032905,1.000000
night1080-final,night1080-final,1,candidate,cloud_layer,1212.969310,0.824423,0.485300,1.274700,1.942300,43.943746,0.497911,0.774087,0.000000,0.000000,0.000000,0.000000,0.003426,0.000000,0.000000,0.000000,1.972308,0.284927,0.308256,0.318708,0.004765,1.000000
night1080-final,night1080-final,2,candidate,underground,788.801853,1.267745,0.852300,2.022400,2.699000,37.147861,0.866452,1.196345,42.000000,22890.000000,22344.000000,0.000000,0.004253,0.000000,0.000000,0.000000,2.386488,0.112788,0.120120,0.124644,0.088456,1.000000
night1080-final,night1080-final,2,candidate,surface_still,673.851647,1.484006,0.708050,1.590100,2.367200,14.918118,0.637084,1.377570,42.000000,22890.000000,22344.000000,0.000000,0.004120,0.000000,0.000000,0.000000,2.820116,0.116086,0.119964,0.132548,0.033813,1.000000
night1080-final,night1080-final,2,candidate,overview,903.133784,1.107256,0.586900,1.717900,2.456300,27.383056,0.605646,1.031377,48.000000,25464.000000,25601.000000,0.000000,0.003980,0.000000,0.000000,0.000000,2.293720,0.001104,0.001560,0.002132,0.000563,0.000000
night1080-final,night1080-final,2,candidate,sky,1014.133985,0.986063,0.493750,1.392700,2.092100,27.315961,0.512763,0.919678,0.000000,0.000000,0.000000,0.000000,0.003093,0.000000,0.000000,0.000000,2.169232,0.276565,0.291200,0.298896,0.004278,1.000000
night1080-final,night1080-final,2,candidate,translate,743.915884,1.344238,0.708900,1.703400,2.445700,19.138500,0.687995,1.249489,41.228333,23682.750000,22078.183333,0.000000,0.004066,0.000000,0.000000,0.000000,2.714764,0.117293,0.117988,0.133484,0.040988,1.000000
night1080-final,night1080-final,2,candidate,rotate,821.238093,1.217674,0.712750,1.814600,2.616500,27.065370,0.724722,1.137384,41.503333,23165.943333,22304.370000,0.000000,0.004094,0.000000,0.000000,0.000000,2.452736,0.114272,0.122044,0.124852,0.049813,1.000000
night1080-final,night1080-final,2,candidate,seam_edits,559.614679,1.786944,1.643350,2.847000,3.519100,226.277620,1.645781,1.293547,42.000000,22896.000000,22345.500000,0.000000,0.867079,2.000000,4.000000,167664.000000,2.777840,0.109806,0.117676,0.131768,0.047848,1.000000
night1080-final,night1080-final,2,candidate,sky_moving,1015.361574,0.984871,0.489700,1.374500,2.247400,26.087637,0.501782,0.928489,0.000000,0.000000,0.000000,0.000000,0.002833,0.000000,0.000000,0.000000,2.145468,0.279358,0.292968,0.311688,0.004316,1.000000
night1080-final,night1080-final,2,candidate,wall_moving,851.465528,1.174446,0.668600,1.820800,2.583800,27.834258,0.707682,1.082820,26.770000,15140.680000,14573.851667,0.000000,0.003487,0.000000,0.000000,0.000000,2.217332,0.112823,0.118144,0.126620,0.032396,1.000000
night1080-final,night1080-final,2,candidate,cloud_layer,1197.315141,0.835202,0.463800,1.428300,2.146300,41.599357,0.492953,0.784801,0.000000,0.000000,0.000000,0.000000,0.003100,0.000000,0.000000,0.000000,2.082964,0.285914,0.309556,0.322712,0.004144,1.000000
night1080-final,night1080-final,2,base,underground,711.285866,1.405904,0.910750,1.999000,2.591000,26.388961,0.874379,1.343466,42.000000,22890.000000,22344.000000,0.000000,0.005155,0.000000,0.000000,0.000000,2.851784,0.230917,0.245336,0.256256,0.089539,1.000000
night1080-final,night1080-final,2,base,surface_still,596.481001,1.676499,0.772350,1.909000,2.953200,12.639168,0.691652,1.549978,42.000000,22890.000000,22344.000000,0.000000,0.004497,0.000000,0.000000,0.000000,3.303404,0.240590,0.245024,0.276484,0.033150,1.000000
night1080-final,night1080-final,2,base,overview,738.289438,1.354482,0.614200,1.793000,2.702000,17.970878,0.665196,1.286067,48.000000,25464.000000,25601.000000,0.000000,0.004005,0.000000,0.000000,0.000000,2.990988,0.203489,0.219336,0.266136,0.053300,1.000000
night1080-final,night1080-final,2,base,sky,1010.674066,0.989439,0.487100,1.326100,1.955500,25.112189,0.485961,0.938139,0.000000,0.000000,0.000000,0.000000,0.003113,0.000000,0.000000,0.000000,2.443272,0.279945,0.293280,0.301288,0.003986,1.000000
night1080-final,night1080-final,2,base,translate,675.475239,1.480439,0.651300,1.623700,2.362300,14.290274,0.649097,1.395574,41.228333,23682.750000,22078.183333,0.000000,0.003538,0.000000,0.000000,0.000000,2.997592,0.237690,0.245908,0.286052,0.035720,1.000000
night1080-final,night1080-final,2,base,rotate,752.795978,1.328381,0.704100,1.749300,2.385300,20.503463,0.718153,1.257947,41.503333,23165.943333,22304.370000,0.000000,0.003818,0.000000,0.000000,0.000000,3.031912,0.236510,0.248612,0.273884,0.053033,1.000000
night1080-final,night1080-final,2,base,seam_edits,551.236060,1.814105,1.640000,3.022800,3.895100,225.178736,1.664744,1.481521,42.000000,22896.000000,22345.500000,0.000000,0.854017,2.000000,4.000000,167664.000000,3.090672,0.233337,0.243880,0.264004,0.047429,1.000000
night1080-final,night1080-final,2,base,sky_moving,999.537880,1.000462,0.462150,1.333200,1.842000,22.089343,0.451647,0.945301,0.000000,0.000000,0.000000,0.000000,0.002612,0.000000,0.000000,0.000000,2.225652,0.282670,0.296036,0.307268,0.003466,1.000000
night1080-final,night1080-final,2,base,wall_moving,671.846980,1.488434,0.728450,2.550700,4.737300,19.543815,0.849545,1.417264,26.770000,15140.680000,14573.851667,0.000000,0.004545,0.000000,0.000000,0.000000,4.514224,0.230817,0.251212,0.266656,0.036181,1.000000
night1080-final,night1080-final,2,base,cloud_layer,1119.089390,0.893584,0.488200,1.425200,2.180500,36.291208,0.517141,0.852436,0.000000,0.000000,0.000000,0.000000,0.003286,0.000000,0.000000,0.000000,2.424812,0.307296,0.459368,0.599092,0.004452,1.000000
night1080-final,night1080-final,3,base,underground,710.144893,1.408163,0.882400,2.062000,2.515500,25.354937,0.869839,1.335680,42.000000,22890.000000,22344.000000,0.000000,0.003902,0.000000,0.000000,0.000000,2.956564,0.236116,0.247156,0.262860,0.087845,1.000000
night1080-final,night1080-final,3,base,surface_still,609.885450,1.639652,0.621700,1.711500,2.400500,11.205850,0.578051,1.546756,42.000000,22890.000000,22344.000000,0.000000,0.003744,0.000000,0.000000,0.000000,3.675620,0.240595,0.251264,0.273156,0.027392,1.000000
night1080-final,night1080-final,3,base,overview,753.711180,1.326768,0.656400,1.634000,2.613400,17.945272,0.634449,1.254179,48.000000,25464.000000,25601.000000,0.000000,0.004004,0.000000,0.000000,0.000000,2.702440,0.206634,0.214188,0.241072,0.049619,1.000000
night1080-final,night1080-final,3,base,sky,991.837180,1.008230,0.496750,1.339700,2.126900,25.031696,0.509300,0.937965,0.000000,0.000000,0.000000,0.000000,0.003008,0.000000,0.000000,0.000000,2.315248,0.281959,0.295620,0.315172,0.004127,1.000000
night1080-final,night1080-final,3,base,translate,629.353553,1.588932,0.661950,1.522500,2.433300,12.395158,0.653446,1.483643,41.228333,23682.750000,22078.183333,0.000000,0.003644,0.000000,0.000000,0.000000,3.440684,0.259070,0.286052,0.878540,0.036891,1.000000
night1080-final,night1080-final,3,base,rotate,694.308877,1.440281,0.795200,2.536500,3.658000,23.389980,0.864604,1.370494,41.503333,23165.943333,22304.370000,0.000000,0.004953,0.000000,0.000000,0.000000,4.299100,0.236659,0.250276,0.278616,0.057118,1.000000
night1080-final,night1080-final,3,base,seam_edits,498.320577,2.006740,1.762550,3.200100,3.734700,72.314249,1.688869,1.949442,42.000000,22896.000000,22345.500000,0.000000,0.835374,2.000000,4.000000,167664.000000,5.781828,0.290865,0.447356,1.176552,0.051041,1.000000
night1080-final,night1080-final,3,base,sky_moving,902.815249,1.107646,0.501750,1.339100,1.769000,20.253500,0.496842,1.034708,0.000000,0.000000,0.000000,0.000000,0.003501,0.000000,0.000000,0.000000,4.247152,0.277683,0.292760,0.302380,0.003990,1.000000
night1080-final,night1080-final,3,base,wall_moving,648.850669,1.541187,0.707150,1.744900,2.554700,14.097708,0.688223,1.486931,26.770000,15140.680000,14573.851667,0.000000,0.004039,0.000000,0.000000,0.000000,4.622540,0.255766,0.368836,0.447616,0.031120,1.000000
night1080-final,night1080-final,3,base,cloud_layer,1123.486523,0.890086,0.482550,1.207800,1.858900,31.385793,0.471806,0.848469,0.000000,0.000000,0.000000,0.000000,0.002919,0.000000,0.000000,0.000000,2.956356,0.285786,0.306540,0.313300,0.004256,1.000000
night1080-final,night1080-final,3,candidate,underground,673.104009,1.485654,0.863300,1.866900,2.779300,19.541931,0.786057,1.396345,42.000000,22890.000000,22344.000000,0.000000,0.005018,0.000000,0.000000,0.000000,4.920188,0.127193,0.272688,0.300612,0.081053,1.000000
night1080-final,night1080-final,3,candidate,surface_still,679.725246,1.471183,0.647250,1.522300,2.205100,13.862034,0.600846,1.406696,42.000000,22890.000000,22344.000000,0.000000,0.003820,0.000000,0.000000,0.000000,2.763384,0.125250,0.119392,0.963300,0.032192,1.000000
night1080-final,night1080-final,3,candidate,overview,897.742089,1.113906,0.551400,1.392600,2.073800,21.979552,0.538039,1.050844,48.000000,25464.000000,25601.000000,0.000000,0.003366,0.000000,0.000000,0.000000,2.256228,0.001059,0.001456,0.001820,0.000429,0.000000
night1080-final,night1080-final,3,candidate,sky,970.282825,1.030627,0.513650,1.292700,2.062900,24.875508,0.520718,0.963140,0.000000,0.000000,0.000000,0.000000,0.002751,0.000000,0.000000,0.000000,2.332616,0.282358,0.294164,0.301704,0.004664,1.000000
night1080-final,night1080-final,3,candidate,translate,734.544990,1.361387,0.713400,1.808000,2.478400,19.349508,0.713493,1.276991,41.228333,23682.750000,22078.183333,0.000000,0.003979,0.000000,0.000000,0.000000,3.488628,0.126695,0.118872,0.167596,0.041413,1.000000
night1080-final,night1080-final,3,candidate,rotate,839.485597,1.191206,0.738550,1.610900,2.354000,29.509914,0.727321,1.127669,41.503333,23165.943333,22304.370000,0.000000,0.004195,0.000000,0.000000,0.000000,2.264860,0.116682,0.121472,0.128440,0.050673,1.000000
night1080-final,night1080-final,3,candidate,seam_edits,548.738145,1.822363,1.657650,2.921700,3.833700,229.651007,1.676337,1.347943,42.000000,22896.000000,22345.500000,0.000000,0.879871,2.000000,4.000000,167664.000000,2.551016,0.115734,0.118716,0.127192,0.047850,1.000000
night1080-final,night1080-final,3,candidate,sky_moving,889.520646,1.124201,0.741850,1.975500,2.698100,41.271549,0.791650,0.967440,0.000000,0.000000,0.000000,0.000000,0.005338,0.000000,0.000000,0.000000,2.401464,0.283816,0.304304,0.314132,0.007363,1.000000
night1080-final,night1080-final,3,candidate,wall_moving,873.369565,1.144991,0.672400,1.608600,2.399800,28.525774,0.680535,1.093444,26.770000,15140.680000,14573.851667,0.000000,0.003489,0.000000,0.000000,0.000000,2.269332,0.116487,0.120016,0.124800,0.032327,1.000000
night1080-final,night1080-final,3,candidate,cloud_layer,1194.307928,0.837305,0.479800,1.290000,1.954800,40.578377,0.496453,0.786983,0.000000,0.000000,0.000000,0.000000,0.003020,0.000000,0.000000,0.000000,1.782144,0.290094,0.312052,0.320476,0.004195,1.000000
diagnostic-night1080,night1080-repeat,1,base,underground,647.016558,1.545556,1.043250,2.352500,3.001900,25.782643,0.978385,1.444474,42.000000,22890.000000,22344.000000,0.000000,0.005117,0.000000,0.000000,0.000000,5.041452,0.231339,0.251056,0.266968,0.101885,1.000000
diagnostic-night1080,night1080-repeat,1,base,surface_still,607.312344,1.646599,0.775800,1.999100,2.831700,13.439791,0.684844,1.546963,42.000000,22890.000000,22344.000000,0.000000,0.004770,0.000000,0.000000,0.000000,4.197076,0.238061,0.251056,0.290524,0.036282,1.000000
diagnostic-night1080,night1080-repeat,1,base,overview,726.160513,1.377106,0.634800,1.759500,2.543900,16.321414,0.635419,1.283872,48.000000,25464.000000,25601.000000,0.000000,0.003982,0.000000,0.000000,0.000000,3.315104,0.204081,0.217412,0.246948,0.050994,1.000000
diagnostic-night1080,night1080-repeat,1,base,sky,915.436130,1.092376,0.822500,2.194800,3.072300,61.811510,0.782283,0.997208,0.000000,0.000000,0.000000,0.000000,0.005923,0.000000,0.000000,0.000000,3.146676,0.289314,0.376792,0.397696,0.006896,1.000000
diagnostic-night1080,night1080-repeat,1,base,translate,644.234217,1.552230,1.049100,2.179300,3.203200,23.357637,0.942610,1.456564,41.228333,23682.750000,22078.183333,0.000000,0.005456,0.000000,0.000000,0.000000,4.217668,0.246050,0.250484,0.277680,0.053410,1.000000
diagnostic-night1080,night1080-repeat,1,base,rotate,713.764751,1.401022,0.959400,2.013300,2.637300,26.875844,0.882266,1.298230,41.503333,23165.943333,22304.370000,0.000000,0.004933,0.000000,0.000000,0.000000,3.186924,0.238104,0.261300,0.285272,0.060467,1.000000
diagnostic-night1080,night1080-repeat,1,base,seam_edits,513.142257,1.948777,1.801200,3.148500,3.611600,245.945990,1.791098,1.513444,42.000000,22896.000000,22345.500000,0.000000,0.959337,2.000000,4.000000,167664.000000,3.561844,0.232513,0.266240,0.367796,0.049819,1.000000
diagnostic-night1080,night1080-repeat,1,base,sky_moving,956.958709,1.044977,0.553900,1.420500,2.141500,26.640299,0.556278,0.951718,0.000000,0.000000,0.000000,0.000000,0.003878,0.000000,0.000000,0.000000,2.499328,0.281822,0.342628,0.360724,0.004713,1.000000
diagnostic-night1080,night1080-repeat,1,base,wall_moving,751.372570,1.330898,0.707700,1.904000,3.196700,21.619954,0.743941,1.232147,26.770000,15140.680000,14573.851667,0.000000,0.003711,0.000000,0.000000,0.000000,2.730676,0.232812,0.251316,0.262964,0.031138,1.000000
diagnostic-night1080,night1080-repeat,1,base,cloud_layer,1131.486458,0.883793,0.491300,1.407100,2.226900,38.340643,0.514157,0.809561,0.000000,0.000000,0.000000,0.000000,0.003122,0.000000,0.000000,0.000000,2.209688,0.292577,0.389532,0.394784,0.004266,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,underground,752.018135,1.329755,0.946100,1.922700,2.566600,34.825752,0.889148,1.227789,42.000000,22890.000000,22344.000000,0.000000,0.004603,0.000000,0.000000,0.000000,2.733068,0.113373,0.122928,0.132028,0.090212,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,surface_still,651.829365,1.534144,0.842050,1.976100,2.871600,17.311216,0.759863,1.408900,42.000000,22890.000000,22344.000000,0.000000,0.004737,0.000000,0.000000,0.000000,2.831712,0.122844,0.137332,0.404456,0.040517,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,overview,816.843531,1.224225,0.823300,1.926600,2.818700,32.771144,0.756918,1.108164,48.000000,25464.000000,25601.000000,0.000000,0.005414,0.000000,0.000000,0.000000,2.747940,0.001172,0.001664,0.002080,0.000720,0.000000
diagnostic-night1080,night1080-repeat,1,candidate,sky,867.415159,1.152851,0.872300,1.960000,2.750600,50.523125,0.788329,1.025830,0.000000,0.000000,0.000000,0.000000,0.005996,0.000000,0.000000,0.000000,3.576976,0.283043,0.303732,0.323284,0.006698,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,translate,757.459556,1.320203,0.691300,1.574200,2.327200,19.053771,0.647438,1.247914,41.228333,23682.750000,22078.183333,0.000000,0.004140,0.000000,0.000000,0.000000,2.547272,0.116504,0.118820,0.132444,0.039750,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,rotate,741.253029,1.349067,0.855200,2.890800,4.386100,37.530963,0.935736,1.285299,41.503333,23165.943333,22304.370000,0.000000,0.005090,0.000000,0.000000,0.000000,4.632576,0.114634,0.122304,0.130624,0.064602,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,seam_edits,411.544820,2.429869,2.330000,4.022000,4.751100,192.030110,2.209663,2.024039,42.000000,22896.000000,22345.500000,0.000000,1.076082,2.000000,4.000000,167664.000000,6.436196,0.183256,0.275236,1.372332,0.078319,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,sky_moving,770.795583,1.297361,0.882850,2.219100,3.481400,32.270990,0.809077,1.202892,0.000000,0.000000,0.000000,0.000000,0.004901,0.000000,0.000000,0.000000,4.245696,0.343331,0.503620,0.507884,0.006540,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,wall_moving,771.432814,1.296289,0.864900,2.107500,3.334300,31.895027,0.846960,1.133066,26.770000,15140.680000,14573.851667,0.000000,0.005547,0.000000,0.000000,0.000000,4.240444,0.111809,0.120900,0.128492,0.042496,1.000000
diagnostic-night1080,night1080-repeat,1,candidate,cloud_layer,1084.617520,0.921984,0.773000,1.705700,2.152500,237.386846,0.748578,0.767436,0.000000,0.000000,0.000000,0.000000,0.005155,0.000000,0.000000,0.000000,1.859052,0.283699,0.315744,0.330252,0.006878,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,underground,771.497488,1.296181,0.903300,1.961900,2.429700,33.721524,0.859075,1.227603,42.000000,22890.000000,22344.000000,0.000000,0.004243,0.000000,0.000000,0.000000,2.438592,0.114243,0.122096,0.128960,0.089723,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,surface_still,680.093989,1.470385,0.742950,1.562300,1.938700,15.471929,0.632290,1.392214,42.000000,22890.000000,22344.000000,0.000000,0.004378,0.000000,0.000000,0.000000,2.652936,0.117654,0.121368,0.134212,0.033309,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,overview,890.687682,1.122728,0.638200,1.466900,2.408600,26.273280,0.619317,1.051534,48.000000,25464.000000,25601.000000,0.000000,0.003941,0.000000,0.000000,0.000000,2.357212,0.001129,0.001612,0.002912,0.000666,0.000000
diagnostic-night1080,night1080-repeat,2,candidate,sky,997.715066,1.002290,0.524450,1.360400,1.969100,27.235674,0.531353,0.937279,0.000000,0.000000,0.000000,0.000000,0.003167,0.000000,0.000000,0.000000,1.965756,0.280792,0.292656,0.301808,0.004294,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,translate,741.184353,1.349192,0.818200,1.785800,2.294800,23.608533,0.777770,1.269709,41.228333,23682.750000,22078.183333,0.000000,0.004842,0.000000,0.000000,0.000000,2.708056,0.117742,0.120796,0.126620,0.049502,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,rotate,836.362942,1.195653,0.713750,1.637200,2.378900,27.150095,0.718050,1.130502,41.503333,23165.943333,22304.370000,0.000000,0.003546,0.000000,0.000000,0.000000,2.321072,0.118310,0.120796,0.127608,0.051026,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,seam_edits,555.861897,1.799008,1.637700,2.769900,3.398900,265.847855,1.658663,1.302254,42.000000,22896.000000,22345.500000,0.000000,0.894371,2.000000,4.000000,167664.000000,2.351492,0.113207,0.115856,0.129324,0.046492,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,sky_moving,997.452838,1.002554,0.502150,1.303400,1.895800,25.267137,0.496956,0.936666,0.000000,0.000000,0.000000,0.000000,0.003739,0.000000,0.000000,0.000000,2.013232,0.283895,0.302276,0.318136,0.004668,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,wall_moving,867.467706,1.152781,0.705500,1.627900,1.980100,29.675792,0.703333,1.090412,26.770000,15140.680000,14573.851667,0.000000,0.003526,0.000000,0.000000,0.000000,2.183792,0.112433,0.118872,0.122876,0.034640,1.000000
diagnostic-night1080,night1080-repeat,2,candidate,cloud_layer,1190.691649,0.839848,0.494750,1.337700,2.378300,42.643499,0.515726,0.784791,0.000000,0.000000,0.000000,0.000000,0.002898,0.000000,0.000000,0.000000,1.797848,0.289307,0.312884,0.322348,0.004197,1.000000
diagnostic-night1080,night1080-repeat,2,base,underground,695.063888,1.438717,0.959650,1.807600,2.322100,24.822498,0.876799,1.363780,42.000000,22890.000000,22344.000000,0.000000,0.004595,0.000000,0.000000,0.000000,2.466620,0.237853,0.249288,0.259532,0.089232,1.000000
diagnostic-night1080,night1080-repeat,2,base,surface_still,618.202095,1.617594,0.655450,1.630000,2.237500,11.815375,0.588490,1.533325,42.000000,22890.000000,22344.000000,0.000000,0.004214,0.000000,0.000000,0.000000,2.726776,0.237988,0.243568,0.266292,0.028282,1.000000
diagnostic-night1080,night1080-repeat,2,base,overview,745.986407,1.340507,0.592500,1.628600,2.441300,15.633603,0.574482,1.259823,48.000000,25464.000000,25601.000000,0.000000,0.003646,0.000000,0.000000,0.000000,2.578524,0.202920,0.214188,0.253448,0.046729,1.000000
diagnostic-night1080,night1080-repeat,2,base,sky,1006.956897,0.993091,0.498250,1.361200,2.137700,26.700119,0.522261,0.931344,0.000000,0.000000,0.000000,0.000000,0.002783,0.000000,0.000000,0.000000,2.004600,0.280983,0.294320,0.303004,0.004399,1.000000
diagnostic-night1080,night1080-repeat,2,base,translate,683.746113,1.462531,0.646250,1.726400,2.355500,14.689353,0.649583,1.384237,41.228333,23682.750000,22078.183333,0.000000,0.003507,0.000000,0.000000,0.000000,2.771704,0.235088,0.242840,0.282256,0.035640,1.000000
